"month","subject","checkouts"
2018-07-01,science,4006
2018-07-01,psychology,3829
2018-07-01,health & fitness,3698
2018-07-01,essays,3682
2018-07-01,autobiographies,3638
2018-07-01,family & relationships,3507
2018-07-01,humor (nonfiction),3185
2018-07-01,religion & spirituality,3097
2018-07-01,travel,3041
2018-07-01,mythology,1856
2018-07-01,philosophy,1843
2018-07-01,new age,1773
2018-07-01,nature,1700
2018-07-01,sports & recreations,1533
2018-07-01,performing arts,1442
2018-07-01,true crime,1434
2018-07-01,juvenile nonfiction,1411
2018-07-01,biographies,1406
2018-07-01,military,1330
2018-07-01,medical,1311
2018-07-01,nonfiction comics,1237
2018-07-01,economics,1098
2018-07-01,reference,1073
2018-07-01,home design & décor,1060
2018-07-01,literary criticism,1028
2018-07-01,folklore,957
2018-07-01,finance,954
2018-07-01,songs,926
2018-07-01,cooking,907
2018-07-01,guidebooks,825
2018-07-01,technology,728
2018-07-01,language arts,694
2018-07-01,art,692
2018-07-01,self help,643
2018-07-01,computer technology,629
2018-07-01,spanish language materials,605
2018-07-01,crafts,537
2018-07-01,quick and easy cooking,516
2018-07-01,education,497
2018-07-01,careers,481
2018-07-01,music,475
2018-07-01,cooking natural foods,466
2018-07-01,law,411
2018-07-01,gardening,362
2018-07-01,pets,343
2018-07-01,mathematics,302
2018-07-01,baking,257
2018-07-01,handbooks and manuals,172
2018-07-01,anecdotes,129
2018-06-01,biography & autobiography,18904
2018-06-01,history,11859
2018-06-01,self-improvement,9092
2018-06-01,business,8899
2018-06-01,sociology,8322
2018-06-01,cookbooks,7358
2018-06-01,politics,6049
2018-06-01,psychology,5071
2018-06-01,science,4999
2018-06-01,cooking & food,4496
2018-06-01,essays,4247
2018-06-01,health & fitness,4180
2018-06-01,autobiographies,4068
2018-06-01,family & relationships,4033
2018-06-01,humor (nonfiction),4006
2018-06-01,religion & spirituality,3748
2018-06-01,travel,2890
2018-06-01,new age,2153
2018-06-01,philosophy,2128
2018-06-01,mythology,2113
2018-06-01,nature,2056
2018-06-01,performing arts,2028
2018-06-01,sports & recreations,1863
2018-06-01,biographies,1810
2018-06-01,medical,1659
2018-06-01,military,1630
2018-06-01,true crime,1548
2018-06-01,juvenile nonfiction,1527
2018-06-01,nonfiction comics,1445
2018-06-01,songs,1313
2018-06-01,reference,1260
2018-06-01,literary criticism,1221
2018-06-01,cooking,1213
2018-06-01,economics,1200
2018-06-01,home design & décor,1161
2018-06-01,folklore,1134
2018-06-01,finance,1100
2018-06-01,guidebooks,1016
2018-06-01,technology,961
2018-06-01,art,887
2018-06-01,language arts,857
2018-06-01,self help,756
2018-06-01,computer technology,697
2018-06-01,spanish language materials,662
2018-06-01,crafts,650
2018-06-01,education,609
2018-06-01,careers,593
2018-06-01,music,577
2018-06-01,quick and easy cooking,548
2018-06-01,cooking natural foods,507
2018-06-01,pets,461
2018-06-01,law,443
2018-06-01,gardening,442
2018-06-01,mathematics,346
2018-06-01,baking,299
2018-06-01,handbooks and manuals,184
2018-05-01,biography & autobiography,14056
2018-05-01,history,9455
2018-05-01,self-improvement,7206
2018-05-01,business,6886
2018-05-01,cookbooks,6308
2018-05-01,sociology,6076
2018-05-01,politics,4684
2018-05-01,science,4227
2018-05-01,psychology,3988
2018-05-01,cooking & food,3615
2018-05-01,health & fitness,3479
2018-05-01,autobiographies,3271
2018-05-01,family & relationships,3125
2018-05-01,essays,3041
2018-05-01,religion & spirituality,2900
2018-05-01,humor (nonfiction),2605
2018-05-01,travel,2083
2018-05-01,philosophy,1750
2018-05-01,new age,1653
2018-05-01,nature,1602
2018-05-01,mythology,1485
2018-05-01,songs,1461
2018-05-01,biographies,1397
2018-05-01,performing arts,1314
2018-05-01,sports & recreations,1306
2018-05-01,medical,1290
2018-05-01,true crime,1247
2018-05-01,military,1198
2018-05-01,home design & décor,1087
2018-05-01,nonfiction comics,1071
2018-05-01,cooking,1062
2018-05-01,juvenile nonfiction,1010
2018-05-01,guidebooks,964
2018-05-01,economics,953
2018-05-01,finance,940
2018-05-01,literary criticism,933
2018-05-01,folklore,867
2018-05-01,reference,860
2018-05-01,spanish language materials,721
2018-05-01,technology,699
2018-05-01,art,677
2018-05-01,computer technology,617
2018-05-01,language arts,615
2018-05-01,crafts,558
2018-05-01,self help,553
2018-05-01,quick and easy cooking,550
2018-05-01,education,478
2018-05-01,gardening,476
2018-05-01,cooking natural foods,456
2018-05-01,careers,453
2018-05-01,music,386
2018-05-01,pets,318
2018-05-01,mathematics,282
2018-05-01,baking,275
2018-05-01,law,204
2018-05-01,handbooks and manuals,203
2018-05-01,anecdotes,103
2018-04-01,biography & autobiography,12465
2018-04-01,history,9041
2018-04-01,cookbooks,6781
2018-04-01,self-improvement,6578
2018-04-01,business,6428
2018-04-01,sociology,5201
2018-04-01,politics,4629
2018-04-01,science,3754
2018-04-01,cooking & food,3689
2018-04-01,psychology,3594
2018-04-01,autobiographies,3363
2018-04-01,health & fitness,3188
2018-04-01,essays,2869
2018-04-01,family & relationships,2608
2018-04-01,religion & spirituality,2457
2018-04-01,humor (nonfiction),2344
2018-04-01,travel,1981
2018-04-01,songs,1567
2018-04-01,philosophy,1547
2018-04-01,nature,1500
2018-04-01,new age,1486
2018-04-01,biographies,1394
2018-04-01,mythology,1304
2018-04-01,cooking,1283
2018-04-01,military,1220
2018-04-01,performing arts,1165
2018-04-01,juvenile nonfiction,1127
2018-04-01,sports & recreations,1038
2018-04-01,finance,1012
2018-04-01,medical,1003
2018-04-01,home design & décor,992
2018-04-01,reference,982
2018-04-01,guidebooks,952
2018-04-01,economics,951
2018-04-01,literary criticism,947
2018-04-01,true crime,915
2018-04-01,folklore,863
2018-04-01,nonfiction comics,763
2018-04-01,art,749
2018-04-01,spanish language materials,690
2018-04-01,technology,670
2018-04-01,self help,639
2018-04-01,language arts,600
2018-04-01,crafts,588
2018-04-01,education,543
2018-04-01,quick and easy cooking,539
2018-04-01,cooking natural foods,523
2018-04-01,computer technology,504
2018-04-01,gardening,430
2018-04-01,careers,377
2018-04-01,pets,348
2018-04-01,music,340
2018-04-01,baking,336
2018-04-01,mathematics,333
2018-04-01,law,261
2018-04-01,handbooks and manuals,140
2018-04-01,anecdotes,125
2018-03-01,biography & autobiography,13533
2018-03-01,history,9825
2018-03-01,business,6429
2018-03-01,self-improvement,6361
2018-03-01,cookbooks,6332
2018-03-01,sociology,5995
2018-03-01,politics,4797
2018-03-01,cooking & food,3930
2018-03-01,essays,3793
2018-03-01,science,3709
2018-03-01,psychology,3442
2018-03-01,health & fitness,3419
2018-03-01,humor (nonfiction),3318
2018-03-01,family & relationships,2840
2018-03-01,religion & spirituality,2584
2018-03-01,autobiographies,2394
2018-03-01,travel,1879
2018-03-01,biographies,1750
2018-03-01,philosophy,1503
2018-03-01,new age,1490
2018-03-01,military,1439
2018-03-01,nature,1395
2018-03-01,cooking,1363
2018-03-01,mythology,1323
2018-03-01,performing arts,1144
2018-03-01,true crime,1136
2018-03-01,medical,1122
2018-03-01,songs,1074
2018-03-01,juvenile nonfiction,1032
2018-03-01,sports & recreations,1003
2018-03-01,reference,911
2018-03-01,finance,906
2018-03-01,literary criticism,901
2018-03-01,economics,897
2018-03-01,nonfiction comics,847
2018-03-01,folklore,843
2018-03-01,guidebooks,775
2018-03-01,home design & décor,774
2018-03-01,technology,737
2018-03-01,self help,692
2018-03-01,art,673
2018-03-01,language arts,655
2018-03-01,spanish language materials,648
2018-03-01,crafts,562
2018-03-01,cooking natural foods,535
2018-03-01,music,534
2018-03-01,quick and easy cooking,513
2018-03-01,computer technology,502
2018-03-01,education,442
2018-03-01,pets,441
2018-03-01,law,427
2018-03-01,gardening,420
2018-03-01,careers,380
2018-03-01,mathematics,340
2018-03-01,baking,251
2018-03-01,handbooks and manuals,128
2018-02-01,biography & autobiography,12037
2018-02-01,history,8950
2018-02-01,cookbooks,6081
2018-02-01,sociology,5965
2018-02-01,self-improvement,5948
2018-02-01,business,5751
2018-02-01,politics,4180
2018-02-01,cooking & food,3394
2018-02-01,science,3324
2018-02-01,psychology,3283
2018-02-01,health & fitness,2818
2018-02-01,humor (nonfiction),2546
2018-02-01,family & relationships,2449
2018-02-01,essays,2396
2018-02-01,religion & spirituality,2302
2018-02-01,autobiographies,1821
2018-02-01,travel,1718
2018-02-01,philosophy,1513
2018-02-01,biographies,1500
2018-02-01,cooking,1302
2018-02-01,military,1300
2018-02-01,mythology,1208
2018-02-01,nature,1200
2018-02-01,new age,1178
2018-02-01,performing arts,1126
2018-02-01,sports & recreations,1018
2018-02-01,songs,980
2018-02-01,medical,935
2018-02-01,juvenile nonfiction,912
2018-02-01,literary criticism,892
2018-02-01,reference,867
2018-02-01,home design & décor,814
2018-02-01,true crime,774
2018-02-01,economics,740
2018-02-01,folklore,718
2018-02-01,finance,678
2018-02-01,nonfiction comics,653
2018-02-01,technology,646
2018-02-01,art,628
2018-02-01,spanish language materials,620
2018-02-01,language arts,607
2018-02-01,crafts,568
2018-02-01,guidebooks,520
2018-02-01,computer technology,519
2018-02-01,cooking natural foods,510
2018-02-01,quick and easy cooking,473
2018-02-01,self help,457
2018-02-01,music,435
2018-02-01,education,433
2018-02-01,mathematics,384
2018-02-01,careers,378
2018-02-01,pets,362
2018-02-01,gardening,329
2018-02-01,law,257
2018-02-01,baking,229
2018-02-01,handbooks and manuals,123
2018-02-01,anecdotes,115
2018-01-01,biography & autobiography,13085
2018-01-01,history,9622
2018-01-01,cookbooks,7717
2018-01-01,self-improvement,7444
2018-01-01,business,6708
2018-01-01,sociology,6101
2018-01-01,politics,4248
2018-01-01,cooking & food,4121
2018-01-01,science,3764
2018-01-01,health & fitness,3404
2018-01-01,psychology,3366
2018-01-01,essays,2961
2018-01-01,humor (nonfiction),2920
2018-01-01,family & relationships,2768
2018-01-01,religion & spirituality,2528
2018-01-01,autobiographies,2520
2018-01-01,travel,1897
2018-01-01,biographies,1785
2018-01-01,cooking,1673
2018-01-01,philosophy,1562
2018-01-01,military,1488
2018-01-01,new age,1456
2018-01-01,nature,1410
2018-01-01,performing arts,1385
2018-01-01,mythology,1340
2018-01-01,songs,1155
2018-01-01,sports & recreations,1151
2018-01-01,medical,1139
2018-01-01,juvenile nonfiction,1042
2018-01-01,true crime,1035
2018-01-01,reference,979
2018-01-01,literary criticism,919
2018-01-01,economics,898
2018-01-01,finance,889
2018-01-01,home design & décor,853
2018-01-01,nonfiction comics,847
2018-01-01,language arts,779
2018-01-01,technology,686
2018-01-01,art,685
2018-01-01,folklore,674
2018-01-01,spanish language materials,667
2018-01-01,crafts,631
2018-01-01,guidebooks,630
2018-01-01,computer technology,570
2018-01-01,cooking natural foods,549
2018-01-01,self help,528
2018-01-01,education,525
2018-01-01,music,511
2018-01-01,careers,434
2018-01-01,quick and easy cooking,432
2018-01-01,pets,401
2018-01-01,mathematics,401
2018-01-01,law,341
2018-01-01,baking,304
2018-01-01,gardening,275
2018-01-01,anecdotes,116
2017-12-01,biography & autobiography,9217
2017-12-01,history,6583
2017-12-01,cookbooks,5313
2017-12-01,business,4649
2017-12-01,self-improvement,4527
2017-12-01,sociology,3684
2017-12-01,politics,2958
2017-12-01,cooking & food,2914
2017-12-01,autobiographies,2840
2017-12-01,essays,2427
2017-12-01,psychology,2425
2017-12-01,science,2396
2017-12-01,health & fitness,2106
2017-12-01,humor (nonfiction),2055
2017-12-01,family & relationships,1961
2017-12-01,religion & spirituality,1816
2017-12-01,cooking,1306
2017-12-01,travel,1210
2017-12-01,biographies,1195
2017-12-01,military,1065
2017-12-01,performing arts,1041
2017-12-01,philosophy,1034
2017-12-01,new age,987
2017-12-01,nature,910
2017-12-01,mythology,834
2017-12-01,juvenile nonfiction,778
2017-12-01,reference,736
2017-12-01,literary criticism,726
2017-12-01,songs,715
2017-12-01,medical,679
2017-12-01,economics,677
2017-12-01,true crime,653
2017-12-01,finance,611
2017-12-01,sports & recreations,595
2017-12-01,language arts,583
2017-12-01,nonfiction comics,562
2017-12-01,folklore,530
2017-12-01,technology,481
2017-12-01,self help,465
2017-12-01,art,434
2017-12-01,computer technology,424
2017-12-01,crafts,401
2017-12-01,home design & décor,398
2017-12-01,music,369
2017-12-01,guidebooks,356
2017-12-01,cooking natural foods,329
2017-12-01,education,307
2017-12-01,spanish language materials,300
2017-12-01,quick and easy cooking,286
2017-12-01,pets,270
2017-12-01,careers,256
2017-12-01,baking,212
2017-12-01,gardening,172
2017-12-01,law,167
2017-12-01,mathematics,158
2017-11-01,biography & autobiography,1157
2017-11-01,cookbooks,977
2017-11-01,history,843
2017-11-01,cooking,714
2017-11-01,sociology,582
2017-11-01,politics,491
2017-11-01,business,436
2017-11-01,self-improvement,417
2017-11-01,science,309
2017-11-01,humor (nonfiction),279
2017-11-01,cooking & food,269
2017-11-01,health & fitness,233
2017-11-01,military,218
2017-11-01,psychology,216
2017-11-01,essays,189
2017-11-01,religion & spirituality,180
2017-11-01,travel,141
2017-11-01,philosophy,134
2017-11-01,nature,125
2017-11-01,sports & recreations,125
2017-11-01,songs,115
2017-11-01,family & relationships,114
2017-10-01,biography & autobiography,3977
2017-10-01,history,2711
2017-10-01,business,2037
2017-10-01,cookbooks,2013
2017-10-01,self-improvement,1883
2017-10-01,cooking & food,1450
2017-10-01,sociology,1370
2017-10-01,science,1300
2017-10-01,politics,1131
2017-10-01,health & fitness,1058
2017-10-01,autobiographies,1008
2017-10-01,family & relationships,966
2017-10-01,psychology,923
2017-10-01,humor (nonfiction),889
2017-10-01,essays,814
2017-10-01,religion & spirituality,671
2017-10-01,travel,581
2017-10-01,songs,558
2017-10-01,new age,541
2017-10-01,performing arts,487
2017-10-01,biographies,456
2017-10-01,military,403
2017-10-01,philosophy,402
2017-10-01,nonfiction comics,395
2017-10-01,mythology,392
2017-10-01,nature,367
2017-10-01,reference,332
2017-10-01,medical,331
2017-10-01,finance,304
2017-10-01,juvenile nonfiction,301
2017-10-01,folklore,300
2017-10-01,true crime,293
2017-10-01,music,285
2017-10-01,literary criticism,262
2017-10-01,spanish language materials,247
2017-10-01,cooking,234
2017-10-01,economics,233
2017-10-01,quick and easy cooking,221
2017-10-01,computer technology,209
2017-10-01,sports & recreations,209
2017-10-01,crafts,201
2017-10-01,pets,201
2017-10-01,cooking natural foods,196
2017-10-01,home design & décor,187
2017-10-01,language arts,182
2017-10-01,art,171
2017-10-01,technology,168
2017-10-01,self help,156
2017-10-01,education,149
2017-10-01,guidebooks,113
2017-10-01,gardening,113
2017-10-01,careers,105
2017-09-01,biography & autobiography,5000
2017-09-01,history,3650
2017-09-01,business,2443
2017-09-01,self-improvement,2437
2017-09-01,sociology,2345
2017-09-01,cookbooks,2285
2017-09-01,politics,1670
2017-09-01,science,1518
2017-09-01,cooking & food,1443
2017-09-01,autobiographies,1318
2017-09-01,health & fitness,1254
2017-09-01,psychology,1208
2017-09-01,essays,1167
2017-09-01,humor (nonfiction),1099
2017-09-01,family & relationships,1013
2017-09-01,religion & spirituality,955
2017-09-01,travel,823
2017-09-01,mythology,608
2017-09-01,songs,589
2017-09-01,nonfiction comics,576
2017-09-01,philosophy,567
2017-09-01,military,553
2017-09-01,sports & recreations,541
2017-09-01,new age,517
2017-09-01,nature,512
2017-09-01,performing arts,486
2017-09-01,medical,456
2017-09-01,biographies,448
2017-09-01,juvenile nonfiction,394
2017-09-01,true crime,387
2017-09-01,literary criticism,370
2017-09-01,cooking,368
2017-09-01,reference,365
2017-09-01,folklore,346
2017-09-01,finance,294
2017-09-01,economics,294
2017-09-01,crafts,292
2017-09-01,spanish language materials,267
2017-09-01,technology,264
2017-09-01,language arts,259
2017-09-01,art,257
2017-09-01,cooking natural foods,250
2017-09-01,music,221
2017-09-01,home design & décor,213
2017-09-01,law,190
2017-09-01,guidebooks,185
2017-09-01,education,181
2017-09-01,careers,176
2017-09-01,gardening,167
2017-09-01,computer technology,166
2017-09-01,quick and easy cooking,155
2017-09-01,baking,132
2017-09-01,mathematics,125
2017-09-01,self help,117
2017-08-01,biography & autobiography,925
2017-08-01,history,714
2017-08-01,business,492
2017-08-01,cookbooks,442
2017-08-01,psychology,326
2017-08-01,self-improvement,317
2017-08-01,health & fitness,304
2017-08-01,sociology,302
2017-08-01,politics,273
2017-08-01,science,264
2017-08-01,cooking & food,250
2017-08-01,humor (nonfiction),173
2017-08-01,religion & spirituality,165
2017-08-01,autobiographies,153
2017-08-01,family & relationships,149
2017-08-01,biographies,142
2017-08-01,travel,142
2017-08-01,nonfiction comics,135
2017-08-01,essays,134
2017-08-01,sports & recreations,112
2017-08-01,songs,111
2017-08-01,medical,104
2017-07-01,biography & autobiography,2857
2017-07-01,history,2313
2017-07-01,self-improvement,1465
2017-07-01,business,1458
2017-07-01,cookbooks,1410
2017-07-01,sociology,1088
2017-07-01,science,1059
2017-07-01,autobiographies,834
2017-07-01,health & fitness,817
2017-07-01,cooking & food,765
2017-07-01,family & relationships,746
2017-07-01,humor (nonfiction),733
2017-07-01,essays,710
2017-07-01,psychology,629
2017-07-01,politics,612
2017-07-01,travel,499
2017-07-01,religion & spirituality,447
2017-07-01,nature,393
2017-07-01,mythology,393
2017-07-01,songs,363
2017-07-01,cooking,327
2017-07-01,philosophy,326
2017-07-01,performing arts,320
2017-07-01,biographies,320
2017-07-01,new age,318
2017-07-01,juvenile nonfiction,287
2017-07-01,nonfiction comics,272
2017-07-01,military,262
2017-07-01,true crime,256
2017-07-01,sports & recreations,225
2017-07-01,medical,222
2017-07-01,reference,211
2017-07-01,folklore,202
2017-07-01,literary criticism,197
2017-07-01,finance,190
2017-07-01,home design & décor,185
2017-07-01,art,163
2017-07-01,technology,160
2017-07-01,self help,160
2017-07-01,computer technology,155
2017-07-01,cooking natural foods,144
2017-07-01,economics,140
2017-07-01,language arts,134
2017-07-01,spanish language materials,132
2017-07-01,quick and easy cooking,109
2017-07-01,music,102
2017-07-01,education,101
2017-06-01,biography & autobiography,4976
2017-06-01,history,3460
2017-06-01,sociology,2529
2017-06-01,business,2439
2017-06-01,cookbooks,2306
2017-06-01,self-improvement,1950
2017-06-01,autobiographies,1498
2017-06-01,cooking & food,1423
2017-06-01,humor (nonfiction),1247
2017-06-01,politics,1206
2017-06-01,science,1199
2017-06-01,psychology,1196
2017-06-01,family & relationships,1113
2017-06-01,essays,1030
2017-06-01,health & fitness,1016
2017-06-01,religion & spirituality,819
2017-06-01,travel,751
2017-06-01,military,657
2017-06-01,nonfiction comics,653
2017-06-01,songs,611
2017-06-01,performing arts,525
2017-06-01,philosophy,469
2017-06-01,biographies,464
2017-06-01,mythology,453
2017-06-01,cooking,453
2017-06-01,sports & recreations,442
2017-06-01,juvenile nonfiction,434
2017-06-01,nature,432
2017-06-01,finance,385
2017-06-01,literary criticism,367
2017-06-01,economics,353
2017-06-01,medical,349
2017-06-01,new age,339
2017-06-01,folklore,298
2017-06-01,reference,297
2017-06-01,true crime,279
2017-06-01,technology,236
2017-06-01,art,213
2017-06-01,spanish language materials,210
2017-06-01,education,196
2017-06-01,crafts,191
2017-06-01,cooking natural foods,191
2017-06-01,careers,175
2017-06-01,language arts,173
2017-06-01,home design & décor,169
2017-06-01,computer technology,146
2017-06-01,gardening,145
2017-06-01,guidebooks,144
2017-06-01,mathematics,143
2017-06-01,self help,138
2017-06-01,law,137
2017-06-01,music,135
2017-06-01,quick and easy cooking,129
2017-06-01,baking,113
2017-05-01,biography & autobiography,4681
2017-05-01,history,3204
2017-05-01,business,2241
2017-05-01,self-improvement,2194
2017-05-01,cookbooks,2068
2017-05-01,sociology,1864
2017-05-01,politics,1415
2017-05-01,cooking & food,1298
2017-05-01,science,1234
2017-05-01,psychology,1156
2017-05-01,humor (nonfiction),1135
2017-05-01,health & fitness,1126
2017-05-01,essays,1004
2017-05-01,family & relationships,960
2017-05-01,religion & spirituality,832
2017-05-01,philosophy,825
2017-05-01,travel,755
2017-05-01,autobiographies,716
2017-05-01,performing arts,540
2017-05-01,songs,526
2017-05-01,nonfiction comics,491
2017-05-01,biographies,489
2017-05-01,nature,489
2017-05-01,home design & décor,484
2017-05-01,mythology,480
2017-05-01,military,466
2017-05-01,new age,446
2017-05-01,guidebooks,397
2017-05-01,true crime,384
2017-05-01,medical,359
2017-05-01,literary criticism,347
2017-05-01,sports & recreations,347
2017-05-01,finance,345
2017-05-01,juvenile nonfiction,342
2017-05-01,reference,330
2017-05-01,cooking,324
2017-05-01,economics,263
2017-05-01,folklore,247
2017-05-01,language arts,241
2017-05-01,gardening,239
2017-05-01,cooking natural foods,228
2017-05-01,self help,215
2017-05-01,art,207
2017-05-01,education,175
2017-05-01,crafts,173
2017-05-01,music,170
2017-05-01,technology,169
2017-05-01,spanish language materials,155
2017-05-01,law,145
2017-05-01,quick and easy cooking,140
2017-05-01,careers,128
2017-05-01,computer technology,124
2017-05-01,pets,116
2017-04-01,biography & autobiography,9293
2017-04-01,history,7027
2017-04-01,cookbooks,5048
2017-04-01,self-improvement,4544
2017-04-01,business,4448
2017-04-01,sociology,3825
2017-04-01,politics,2650
2017-04-01,humor (nonfiction),2452
2017-04-01,health & fitness,2399
2017-04-01,cooking & food,2368
2017-04-01,science,2366
2017-04-01,psychology,2344
2017-04-01,essays,2176
2017-04-01,religion & spirituality,1963
2017-04-01,family & relationships,1931
2017-04-01,travel,1450
2017-04-01,autobiographies,1370
2017-04-01,performing arts,1198
2017-04-01,nature,1114
2017-04-01,military,1087
2017-04-01,philosophy,1082
2017-04-01,songs,1044
2017-04-01,new age,1044
2017-04-01,mythology,1022
2017-04-01,biographies,1019
2017-04-01,sports & recreations,988
2017-04-01,nonfiction comics,904
2017-04-01,cooking,886
2017-04-01,medical,801
2017-04-01,juvenile nonfiction,793
2017-04-01,finance,784
2017-04-01,reference,681
2017-04-01,home design & décor,659
2017-04-01,true crime,627
2017-04-01,folklore,623
2017-04-01,literary criticism,618
2017-04-01,gardening,534
2017-04-01,technology,520
2017-04-01,economics,494
2017-04-01,cooking natural foods,456
2017-04-01,spanish language materials,451
2017-04-01,art,450
2017-04-01,crafts,421
2017-04-01,language arts,398
2017-04-01,education,334
2017-04-01,music,327
2017-04-01,quick and easy cooking,315
2017-04-01,computer technology,314
2017-04-01,self help,311
2017-04-01,careers,254
2017-04-01,guidebooks,245
2017-04-01,pets,244
2017-04-01,law,242
2017-04-01,baking,230
2017-04-01,mathematics,211
2017-04-01,anecdotes,111
2017-03-01,biography & autobiography,7775
2017-03-01,history,5992
2017-03-01,sociology,3969
2017-03-01,cookbooks,3913
2017-03-01,business,3647
2017-03-01,self-improvement,3375
2017-03-01,politics,2298
2017-03-01,humor (nonfiction),2182
2017-03-01,science,2111
2017-03-01,health & fitness,1957
2017-03-01,psychology,1856
2017-03-01,cooking & food,1851
2017-03-01,family & relationships,1727
2017-03-01,essays,1539
2017-03-01,religion & spirituality,1524
2017-03-01,travel,1348
2017-03-01,autobiographies,1199
2017-03-01,songs,1168
2017-03-01,performing arts,1024
2017-03-01,philosophy,1017
2017-03-01,military,878
2017-03-01,new age,830
2017-03-01,biographies,766
2017-03-01,nature,759
2017-03-01,cooking,741
2017-03-01,mythology,731
2017-03-01,medical,654
2017-03-01,juvenile nonfiction,587
2017-03-01,true crime,586
2017-03-01,gardening,568
2017-03-01,reference,546
2017-03-01,sports & recreations,539
2017-03-01,literary criticism,522
2017-03-01,folklore,509
2017-03-01,nonfiction comics,475
2017-03-01,finance,433
2017-03-01,home design & décor,411
2017-03-01,language arts,383
2017-03-01,technology,382
2017-03-01,spanish language materials,381
2017-03-01,economics,366
2017-03-01,art,357
2017-03-01,crafts,328
2017-03-01,music,323
2017-03-01,cooking natural foods,306
2017-03-01,quick and easy cooking,295
2017-03-01,computer technology,282
2017-03-01,self help,268
2017-03-01,education,266
2017-03-01,law,234
2017-03-01,careers,212
2017-03-01,mathematics,208
2017-03-01,pets,201
2017-03-01,baking,172
2017-03-01,guidebooks,171
2017-03-01,anecdotes,132
2017-02-01,biography & autobiography,6358
2017-02-01,history,5557
2017-02-01,sociology,3528
2017-02-01,cookbooks,3498
2017-02-01,business,3284
2017-02-01,self-improvement,3053
2017-02-01,politics,1874
2017-02-01,science,1865
2017-02-01,cooking & food,1831
2017-02-01,psychology,1678
2017-02-01,health & fitness,1578
2017-02-01,humor (nonfiction),1500
2017-02-01,religion & spirituality,1416
2017-02-01,family & relationships,1299
2017-02-01,essays,1044
2017-02-01,autobiographies,968
2017-02-01,travel,967
2017-02-01,philosophy,944
2017-02-01,songs,897
2017-02-01,military,772
2017-02-01,performing arts,755
2017-02-01,mythology,747
2017-02-01,nature,664
2017-02-01,new age,652
2017-02-01,juvenile nonfiction,644
2017-02-01,biographies,636
2017-02-01,cooking,606
2017-02-01,sports & recreations,588
2017-02-01,medical,564
2017-02-01,true crime,538
2017-02-01,nonfiction comics,517
2017-02-01,folklore,489
2017-02-01,literary criticism,465
2017-02-01,reference,457
2017-02-01,home design & décor,450
2017-02-01,finance,401
2017-02-01,cooking natural foods,371
2017-02-01,spanish language materials,346
2017-02-01,crafts,345
2017-02-01,art,323
2017-02-01,language arts,319
2017-02-01,technology,315
2017-02-01,economics,309
2017-02-01,music,282
2017-02-01,self help,279
2017-02-01,quick and easy cooking,272
2017-02-01,gardening,244
2017-02-01,careers,225
2017-02-01,education,198
2017-02-01,computer technology,198
2017-02-01,baking,183
2017-02-01,law,166
2017-02-01,pets,157
2017-02-01,mathematics,135
2017-01-01,biography & autobiography,11607
2017-01-01,history,8704
2017-01-01,cookbooks,7017
2017-01-01,business,5577
2017-01-01,self-improvement,5289
2017-01-01,sociology,4923
2017-01-01,cooking & food,3452
2017-01-01,politics,3097
2017-01-01,health & fitness,2921
2017-01-01,science,2908
2017-01-01,humor (nonfiction),2842
2017-01-01,psychology,2751
2017-01-01,family & relationships,2544
2017-01-01,religion & spirituality,2462
2017-01-01,essays,2233
2017-01-01,travel,1738
2017-01-01,performing arts,1531
2017-01-01,songs,1514
2017-01-01,autobiographies,1510
2017-01-01,philosophy,1399
2017-01-01,military,1278
2017-01-01,cooking,1254
2017-01-01,nature,1217
2017-01-01,biographies,1157
2017-01-01,mythology,1097
2017-01-01,new age,1095
2017-01-01,sports & recreations,1006
2017-01-01,juvenile nonfiction,1000
2017-01-01,medical,940
2017-01-01,nonfiction comics,904
2017-01-01,true crime,838
2017-01-01,literary criticism,834
2017-01-01,reference,824
2017-01-01,folklore,791
2017-01-01,home design & décor,743
2017-01-01,cooking natural foods,649
2017-01-01,technology,617
2017-01-01,finance,591
2017-01-01,spanish language materials,562
2017-01-01,crafts,556
2017-01-01,economics,546
2017-01-01,art,544
2017-01-01,music,516
2017-01-01,language arts,513
2017-01-01,quick and easy cooking,475
2017-01-01,baking,410
2017-01-01,careers,406
2017-01-01,self help,375
2017-01-01,education,325
2017-01-01,computer technology,313
2017-01-01,pets,311
2017-01-01,gardening,310
2017-01-01,mathematics,237
2017-01-01,law,219
2017-01-01,guidebooks,211
2017-01-01,anecdotes,125
2017-01-01,handbooks and manuals,106
2016-12-01,biography & autobiography,11806
2016-12-01,history,9073
2016-12-01,cookbooks,6720
2016-12-01,business,5558
2016-12-01,self-improvement,5131
2016-12-01,sociology,5046
2016-12-01,cooking & food,3261
2016-12-01,politics,3046
2016-12-01,humor (nonfiction),3041
2016-12-01,science,2914
2016-12-01,psychology,2657
2016-12-01,health & fitness,2547
2016-12-01,family & relationships,2352
2016-12-01,religion & spirituality,2302
2016-12-01,essays,2236
2016-12-01,songs,2031
2016-12-01,travel,1814
2016-12-01,performing arts,1546
2016-12-01,philosophy,1425
2016-12-01,military,1400
2016-12-01,autobiographies,1385
2016-12-01,cooking,1244
2016-12-01,nature,1152
2016-12-01,new age,1073
2016-12-01,biographies,1037
2016-12-01,sports & recreations,1032
2016-12-01,mythology,1008
2016-12-01,nonfiction comics,937
